"Gene","ShortDescription","GeneSymbol","R2","adj_R2","coef_intercept","coef_SA","coef_JA","coef_SA.JA","FDR_SA","FDR_JA","FDR_SA.JA","Category"
"AT1G01160","GRF1-interacting factor 2","GIF2",0.180388840806231,0.139408282846543,5.22004996798587,-0.157867806276692,0.0146582804001363,-0.0358079360996721,0.00275220911995504,0.81133010314851,0.812525170897446,"SA↓"
"AT1G01170","Protein of unknown function (DUF1138)","",0.658876143340491,0.641819950507516,7.70327698101462,-0.22469646310652,-0.381371287540804,0.123623436920647,1.51512643427429e-05,6.37492136322171e-11,0.15817566914537,"SA↓JA↓"
"AT1G01180","S-adenosyl-L-methionine-dependent methyltransferases superfamily protein","",0.0625340418775045,0.0156607439713796,2.16220838425037,0.0812189376251029,-0.185984697900521,-0.0720884580450291,0.563128483049823,0.15500064390682,0.851302742784387,"Not_explained"
"AT1G01210","DNA-directed RNA polymerase, subunit M, archaeal","",0.0597983990537736,0.0127883190064623,3.08240301891792,-0.00527101954168727,-0.14611805492425,-0.0233660402340206,0.963813237646379,0.109822472149136,0.943447185489483,"Not_explained"
"AT1G01220","L-fucokinase/GDP-L-fucose pyrophosphorylase","AtFKGP, FKGP",0.187618707523064,0.146999642899218,2.1224489205546,-0.317611540940513,-0.00800069365645917,-0.0911410197173592,0.00241469140642216,0.950156578228936,0.736271486999876,"SA↓"
"AT1G01230","ORMDL family protein","AtORM1",0.124700057463242,0.0809350603364045,4.86173840490771,0.0413994832349543,0.131877057811822,0.0675406186084649,0.544742478563048,0.0347120557207982,0.636991673847645,"JA↑"
"AT1G01240","","",0.135855467212232,0.0926482405728434,3.12774747452643,0.161779041145846,0.16641562373502,0.0331935821460484,0.0759670657700982,0.0683592192305097,0.911041660441069,"Not_explained"
"AT1G01260","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","bHLH013, bHLH13, JAM2",0.173258408998472,0.131921329448396,2.34496552228798,-0.145716735877851,0.236367906716809,-0.103403589627078,0.149202903685192,0.0167922353548637,0.653255856341321,"JA↑"
"AT1G01290","cofactor of nitrate reductase and xanthine dehydrogenase 3","CNX3",0.101948602470177,0.0570460325936853,3.01893740418138,-0.0575919211151324,-0.147546497862176,-0.127595470906591,0.570940268238067,0.115676566318137,0.501793592403397,"Not_explained"
"AT1G01300","Eukaryotic aspartyl protease family protein","",0.277132655985761,0.240989288785049,2.8547986452078,-0.355096344343464,-0.161910883000893,-0.118099627987486,0.000439558034531289,0.114422377838762,0.598913232286745,"SA↓"
"AT1G01320","Tetratricopeptide repeat (TPR)-like superfamily protein","REC1",0.510620169671843,0.486151178155435,5.33555736010574,-0.652078726389872,-0.26278628585654,0.020982457221909,1.61456075003931e-08,0.0124298550181071,0.958860767454958,"SA↓JA↓"
"AT1G01350","Zinc finger (CCCH-type/C3HC4-type RING finger) family protein","",0.0890756140615938,0.0435293947646734,4.80105070235175,0.00444720883442932,0.141739750355777,-0.0265002307079464,0.960796664395078,0.0456091372713302,0.909354611744879,"JA↑"
"AT1G01360","regulatory component of ABA receptor 1","PYL9, RCAR1",0.067942947222577,0.0213400945837058,2.82891814027043,0.103107409338255,-0.151663674623677,-0.0975417878996215,0.412387678747087,0.211729274035377,0.74738379050329,"Not_explained"
"AT1G01370","Histone superfamily protein","CENH3, HTR12",0.369761824888089,0.338249916132493,2.88305902923792,-0.412863241165913,-0.535680323984703,0.0546491841305658,0.00221427495767211,9.7813162131734e-05,0.903711685037223,"SA↓JA↓"
"AT1G01430","TRICHOME BIREFRINGENCE-LIKE 25","TBL25",0.213981402492362,0.17468047261698,2.86343763197422,-0.21154113376282,-0.259994067107167,-0.0849760155214098,0.0369032260590422,0.0100997051205605,0.745129824203999,"SA↓JA↓"
"AT1G01470","Late embryogenesis abundant protein","AtLEA14, LEA1, LEA14, LSR3",0.517104709531405,0.492959945007975,6.63844307437863,0.184231603299088,-0.217632415257208,0.00146550294336235,1.99280316546456e-05,9.60553569071185e-07,0.992492227641449,"SA↑JA↓"
"AT1G01490","Heavy metal transport/detoxification superfamily protein ","",0.131615113614641,0.0881958692953728,7.70143504789183,-0.00684351377736543,0.042247532780115,-0.0927896242457805,0.88869419914017,0.314801029166153,0.183586680607168,"Not_explained"
"AT1G01500","Erythronate-4-phosphate dehydrogenase family protein","",0.106212198859097,0.0615228088020515,2.34938532909327,0.0638652995031471,0.153610892854779,-0.252736319314342,0.67368385582056,0.271136943252249,0.314157431289015,"Not_explained"
"AT1G01510","NAD(P)-binding Rossmann-fold superfamily protein","AN, DOQ",0.140662212856374,0.0976953234991931,2.52373862778814,-0.136762154758561,-0.182286805185748,-0.169756898202158,0.216263999367764,0.0936540575402489,0.418686802309511,"Not_explained"
"AT1G01540","Protein kinase superfamily protein","",0.294548648789743,0.259276081229231,2.91513901796624,-0.256410454546888,-0.280253946582635,-0.192754765179658,0.010430595810311,0.00527919712236798,0.30981600863155,"SA↓JA↓"
"AT1G01550","Protein of unknown function (DUF793)","BPS1",0.241232672399685,0.203294306019669,6.16718606238952,0.0852148378834262,0.132323395127473,-0.0211392192867575,0.0484346186181699,0.00211784405008512,0.874892019422802,"SA↑JA↑"
"AT1G01610","glycerol-3-phosphate acyltransferase 4","ATGPAT4, GPAT4",0.100090253749968,0.0550947664374666,2.72798238811382,-0.176373847444144,-0.148081157088306,-0.00940817391979092,0.0992850242051935,0.172871851130215,0.983173694554969,"Not_explained"
"AT1G01620","plasma membrane intrinsic protein 1C","PIP1;3, PIP1C, TMP-B",0.081442486164477,0.0355146104727009,5.78485758711234,0.137060063992346,-0.000133411401711312,-0.0193640768731131,0.0549349137176044,0.998541534747268,0.941364142897431,"Not_explained"
"AT1G01630","Sec14p-like phosphatidylinositol transfer family protein","",0.281226875808471,0.245288219598894,5.35247104687562,-0.201171299278568,-0.0922137476163759,0.0324122179507761,0.000256765423101009,0.0967795503739405,0.842345951495077,"SA↓"
"AT1G01640","BTB/POZ domain-containing protein","",0.00506744269822877,-0.0446791851668598,2.43520506088586,-0.0397914841055887,-0.0367099230439938,-0.0304097089813293,0.799785216010356,0.811530788427872,0.95096880430468,"Not_explained"
"AT1G01650","SIGNAL PEPTIDE PEPTIDASE-LIKE 4","ATSPPL4, SPPL4",0.179506179817897,0.138481488808792,2.62182581348468,0.0119360436948357,0.298679463912882,-0.138218732590046,0.929302391580535,0.00539170824347551,0.545555446155583,"JA↑"
"AT1G01710","Acyl-CoA thioesterase family protein","",0.267985191485285,0.23138445105955,3.65836820659875,0.0796448940503774,0.264453121012987,-0.059119834542677,0.284135254334898,0.000241765051903774,0.748115141575783,"JA↑"
"AT1G01720","NAC (No Apical Meristem) domain transcriptional regulator superfamily protein","ANAC002, ANAC2, ATAF1",0.517220841017125,0.493081883067981,6.34325857499298,0.301844553211108,0.478637144841993,-0.104828820203948,0.000406357716069738,1.49426469968585e-07,0.567926550205483,"SA↑JA↑"
"AT1G01725","","",0.0603793735894708,0.0133983422689442,4.22377124611363,-0.0639740290537283,-0.0549209501317869,-0.108340578717104,0.472917433170754,0.540172624953993,0.534663571262402,"Not_explained"
"AT1G01730","","",0.146419525561814,0.103740501839905,5.50378193359901,0.089185102654994,0.0616394477393563,-0.0918986147128013,0.0917970017772856,0.258384312780495,0.363015869331304,"Not_explained"
"AT1G01750","actin depolymerizing factor 11","ADF11",0.591590601945006,0.571170132042256,4.31952315433922,-1.13599333812696,-0.200998532778307,-0.130044604800064,4.93434483468188e-11,0.185873045053071,0.727418549698792,"SA↓"
"AT1G01770","","",0.150886624546518,0.108430955773844,1.956329348715,-0.127749582957429,-0.294862359907978,0.172494567078545,0.360802897150307,0.0258677324923413,0.539377328038771,"JA↓"
"AT1G01780","GATA type zinc finger transcription factor family protein","PLIM2b",0.261605230343979,0.224685491861178,3.28981160983003,-0.222472511706232,-0.257491961188597,0.21811352312769,0.031755656022498,0.0128247563867875,0.246648095319825,"SA↓JA↓"
"AT1G01790","K+ efflux antiporter 1","ATKEA1, KEA1",0.0638685455121392,0.0170619727877462,3.50522785143188,-0.128129784837021,-0.0778088693855604,0.127699925063227,0.284513649302383,0.53379970993326,0.628441572189063,"Not_explained"
"AT1G01800","NAD(P)-binding Rossmann-fold superfamily protein","",0.189048487495118,0.148500911869874,6.56292844822261,-0.00625116603037141,0.121563588448703,-0.085185290656473,0.914170221210723,0.00946438708565782,0.344070890086465,"JA↑"
"AT1G01820","peroxin 11c","PEX11C",0.0808316742385732,0.0348732579505018,5.46255771695943,-0.0285680688426929,0.0691346564483251,0.0580649519255484,0.598218286442598,0.167080317304595,0.587966257805394,"Not_explained"
"AT1G01830","ARM repeat superfamily protein","",0.0251487679626844,-0.0235937936391815,2.74818187909472,-0.0361789425023442,-0.10614211191672,-0.0175557143558802,0.775681796016155,0.354404993858309,0.966908038170784,"Not_explained"
"AT1G01860","Ribosomal RNA adenine dimethylase family protein","PFC1",0.203170180587516,0.163328689616892,2.29131070749578,-0.232946666659125,-0.355886089435428,0.00580303486232453,0.0727727492202358,0.00565844982131176,0.991078490760025,"JA↓"
"AT1G01910","P-loop containing nucleoside triphosphate hydrolases superfamily protein","AtGET3a, GET3a",0.263079283133865,0.226233247290558,4.72139569565761,0.0347582754587283,0.239947359697417,-0.109543161452837,0.650840924222596,0.000450386800482773,0.410233988702673,"JA↑"
"AT1G01920","SET domain-containing protein","",0.0307442145886237,-0.017718574681945,2.60649844696678,0.0766386894501284,0.107074081708581,-0.0237954347916931,0.543458826513758,0.381637918881047,0.956477802296731,"Not_explained"
"AT1G01930","zinc finger protein-related","",0.0778443714165983,0.0317365899874281,1.99161049311864,-0.145126996469979,-0.178176726485922,0.0337354457101929,0.252112643715564,0.155544537953297,0.940796091021842,"Not_explained"
"AT1G01940","Cyclophilin-like peptidyl-prolyl cis-trans isomerase family protein","",0.254777796402213,0.217516686222324,5.94311174005183,-0.121430402249941,0.0971398181008165,0.0153193629723152,0.00283523743263244,0.0174289369247457,0.909354611744879,"SA↓JA↑"
"AT1G01960","SEC7-like guanine nucleotide exchange family protein","BIG3, EDA10",0.0254694587752588,-0.0232570682859783,2.36444198936219,-0.0552090373290697,0.0206921581859461,-0.115040284782997,0.690604559017811,0.885172030364354,0.700579265778468,"Not_explained"
"AT1G01970","Tetratricopeptide repeat (TPR)-like superfamily protein","",0.256391211952098,0.219210772549703,3.42611568402813,-0.344263101922299,-0.20992338934568,0.044249283617276,0.00110200801978991,0.048106473355508,0.899408225978421,"SA↓JA↓"
"AT1G01990","","",0.130424996812995,0.0869462466536448,3.46064657137206,-0.14762554665326,-0.103834432259876,-0.123833411544275,0.0904334120524193,0.247393752391855,0.481599094626145,"Not_explained"
"AT1G02080","transcription regulators","",0.0757470746092107,0.0295344283396712,3.99067714211563,0.0477865011493657,0.135459461026327,-0.0231372935734795,0.578438521538873,0.0853417958513379,0.933392298895287,"Not_explained"
"AT1G02090","Proteasome component (PCI) domain protein","ATCSN7, COP15, CSN7, FUS5",0.490326065766712,0.464842369055048,6.02224492684425,0.186826023647369,0.285592056499579,0.0106936958202677,0.000469313693966721,4.32331065301329e-07,0.958569497050209,"SA↑JA↑"
"AT1G02100","Leucine carboxyl methyltransferase","LCMT1, SBI1",0.183984496843901,0.143183721686096,4.09523248778281,0.0178097298729189,0.211759871911155,-0.0693178151308378,0.836252077461506,0.0032049805705063,0.692710126113445,"JA↑"
"AT1G02120","GRAM domain family protein","VAD1",0.241539684336107,0.203616668552912,3.35765170485114,0.325610279809798,0.0580635289765347,-0.112700654765848,0.000591700609146737,0.575154434312356,0.589206101802916,"SA↑"
"AT1G02130","RAS 5","ARA-5, ARA5, ATRAB1B, ATRABD2A, RA-5, RABD2A",0.1258570375241,0.082149889400305,4.65649216804828,-0.0279390848541223,0.111853035396471,-0.108199563055282,0.700307211392645,0.0818560086763393,0.378937501572797,"Not_explained"
"AT1G02140","mago nashi family protein","HAP1, MAGO, MEE63",0.0961182777024962,0.0509241915876211,6.51269799166893,-0.108019332909503,-0.0384763868708761,-0.0317427726789469,0.0537378479445412,0.525613010327348,0.850358472310802,"Not_explained"
"AT1G02145","homolog of asparagine-linked glycosylation 12","ALG12, EBS4",0.0169953478495862,-0.0321548847579347,2.55538512678763,0.033691584132023,-0.0617182659595774,-0.064648195699302,0.796920249079136,0.613238153205751,0.84530232724469,"Not_explained"
"AT1G02150","Tetratricopeptide repeat (TPR)-like superfamily protein","",0.448055277150842,0.420458041008384,4.82901713854917,-0.263655738737495,-0.29940553827059,0.0117492213462809,0.000118785439377949,1.71210711719965e-05,0.963314104585222,"SA↓JA↓"
"AT1G02160","Cox19 family protein (CHCH motif)","",0.440719091717878,0.412755046303772,4.93302157930274,-0.261011096904936,-0.185541226769568,-0.0626246088703411,7.06048745631643e-06,0.000989950663412934,0.627957765216693,"SA↓JA↓"
"AT1G02170","metacaspase 1","ATMC1, AtMCP1b, ATMCPB1, LOL3, MC1, MCP1b",0.395861308516735,0.365654373942572,5.03347469026455,0.299541421632382,0.25034442014483,-0.0573988875996306,7.36191132559182e-05,0.000812881289704452,0.77318620732648,"SA↑JA↑"
"AT1G02180","ferredoxin-related","",0.177563829061413,0.136442020514484,2.0949568233653,-0.364901315516348,-0.046127607008933,0.0469127592128574,0.00266587073740432,0.739283198241255,0.906308177904926,"SA↓"
"AT1G02220","NAC domain containing protein 3","ANAC003, NAC003",0.552007408402247,0.529607778822359,3.30689007856005,1.01228582033645,0.288086441259924,0.0212148210345395,7.72908582064004e-10,0.0482069066374192,0.969199316764718,"SA↑JA↑"
"AT1G02270","Calcium-binding endonuclease/exonuclease/phosphatase family","",0.0722122638079289,0.0258228769983253,2.73998109146065,0.0345934924551584,0.208625231379819,0.0692964005529774,0.811182956032064,0.0917192513049454,0.850561729830161,"Not_explained"
"AT1G02280","translocon at the outer envelope membrane of chloroplasts 33","ATTOC33, PPI1, TOC33",0.479130468953895,0.45308699240159,5.77769615394037,-0.204647053127862,-0.246422440314037,0.155573875878356,0.00033084110321911,2.27976800160964e-05,0.0923927108913746,"SA↓JA↓"
"AT1G02290","","",0.143832526808075,0.101024153148478,2.16263135486946,-0.0248502910585617,-0.273497733835896,-0.172504467397884,0.864706042862983,0.0236774666565631,0.483005202539572,"JA↓"
"AT1G02300","Cysteine proteinases superfamily protein","AtcathB1",0.0622545755275253,0.0153673043039015,2.37273483166715,-0.162456877276174,-0.0277908709389946,-0.0448976942065031,0.114231380451874,0.812879378289425,0.890440822652804,"Not_explained"
"AT1G02305","Cysteine proteinases superfamily protein","AtcathB2",0.0490833313524303,0.00153749792005187,5.06275163995801,-0.0215343131064074,0.0395657375982617,-0.0759763178495884,0.755499585846961,0.538256558240662,0.545555446155583,"Not_explained"
"AT1G02330","","CSU2",0.142768104314647,0.0999065095303793,5.64164783139751,-0.118613115984747,0.00775722106944702,-0.00446050584846233,0.00745530359951202,0.882578001070675,0.98110904901112,"SA↓"
"AT1G02400","gibberellin 2-oxidase 6","ATGA2OX4, ATGA2OX6, DTA1, GA2OX6",0.0411668039269819,-0.00677485587666893,2.60511787581321,0.0616757556757265,0.14783211592554,-0.0446492077667551,0.657006923171309,0.247089314136638,0.911813415202462,"Not_explained"
"AT1G02410","cytochrome c oxidase assembly protein CtaG / Cox11 family","COX11",0.126339193667956,0.0826561533513532,3.49180690064584,0.115527147418221,-0.10692104898153,-0.177167343699239,0.239804702812899,0.282067289729719,0.325440325773523,"Not_explained"
"AT1G02450","NIM1-interacting 1","NIMIN-1, NIMIN1",0.923208466605609,0.919368889935889,5.79566271789123,2.67476750929196,-0.724989341792005,0.0518597186623473,3.59417040037558e-30,4.60050639634938e-08,0.89715894398441,"SA↑JA↓"
"AT1G02470","Polyketide cyclase/dehydrase and lipid transport superfamily protein","",0.328743840478832,0.295181032502774,3.09192626493757,0.616819437722546,-0.090688009643541,-0.252280412506046,3.75455432616638e-05,0.572724589521728,0.373871177597367,"SA↑"
"AT1G02475","Polyketide cyclase/dehydrase and lipid transport superfamily protein","",0.0466820161206746,-0.00098388307329178,6.77392834073187,0.028475714144427,0.0248298785816731,0.0381054224262343,0.47604177203669,0.536742346404779,0.659929627102313,"Not_explained"
"AT1G02500","S-adenosylmethionine synthetase 1","AtSAM1, MAT1, METK1, SAM-1, SAM1",0.713637689059535,0.699319573512512,8.70494426304983,0.211204586960993,0.191747647336064,-0.196061912230204,1.01109621925253e-08,9.9674268018398e-08,5.00995342063163e-05,"SA↑JA↑SA:JA↓"
"AT1G02560","nuclear encoded CLP protease 5","CLPP5, NCLPP1, NCLPP5",0.424809736412892,0.396050223233537,8.1766112385615,0.0608247684758039,0.124830627511512,-0.0189222766923936,0.0142356275886801,1.78861032411648e-06,0.777871211933296,"SA↑JA↑"
"AT1G02610","RING/FYVE/PHD zinc finger superfamily protein","",0.0479208659453856,0.000316909242654817,3.4242071229442,-0.15665669958263,-0.0325299396323316,0.00424713436536225,0.160605761090927,0.796786039782025,0.992180982413409,"Not_explained"
"AT1G02660","alpha/beta-Hydrolases superfamily protein","PLIP2",0.000932817253659961,-0.0490205418836571,2.32238987234945,0.00011563654292463,0.00452838970653885,0.0240114975646368,0.999180290554309,0.977046494678863,0.959301704119814,"Not_explained"
"AT1G02680","TBP-associated factor 13","TAF13",0.230278160517168,0.191792068543027,4.59059351901571,-0.0536311875693225,-0.0923447002702353,-0.246620219162074,0.509880214880192,0.233587290211876,0.029259961819974,"SA:JA↓"
"AT1G02690","importin alpha isoform 6","IMPA-6",0.0890815487601256,0.0435356261981319,2.60309870501281,-0.231725908686799,0.0168285544306738,-0.00885594056768129,0.0418533506534423,0.900598351933198,0.985428453671407,"SA↓"
"AT1G02740","MRG family protein","MRG2",0.073898232210765,0.0275931438213033,2.60025083854442,-0.106886803995125,-0.168651671480262,-0.066635755725185,0.376407621671238,0.148461531736567,0.845071472459976,"Not_explained"
"AT1G02750","Drought-responsive family protein","",0.39510351500849,0.364858690758915,5.49914290701135,0.407908848765026,0.33814693033952,-0.0237735355202548,6.21708718522811e-05,0.000784162137681892,0.948653912051,"SA↑JA↑"
"AT1G02780","Ribosomal protein L19e family protein","emb2386",0.605789963593236,0.586079461772898,10.7882793216251,-0.16246823474887,-0.0821073673109967,0.0144715150207947,3.18847248584631e-10,0.00030131396194756,0.823361687673297,"SA↓JA↓"
"AT1G02816","Protein of unknown function, DUF538","",0.13163172463937,0.0882133108713391,4.66353774267432,-0.0040690802464735,-0.0971741600264952,-0.166749705049486,0.966753504253479,0.212542257460685,0.21566963715618,"Not_explained"
"AT1G02820","Late embryogenesis abundant 3 (LEA3) family protein","AtLEA3, LEA2, LEA3",0.575489472692033,0.554263946326635,3.79942786364081,-0.468550789765252,-0.782132779883618,0.0319676921827827,0.000110672521161844,4.02018067869224e-09,0.941725886110438,"SA↓JA↓"
"AT1G02840","RNA-binding (RRM/RBD/RNP motifs) family protein","At-SR34, ATSRP34, SR1, SR34, SRP34",0.218300914871571,0.179215960615149,6.26435833730344,-0.156656323473241,-0.0381147332225485,-0.0203815391053798,0.000862991138569627,0.452483449817093,0.893068557637787,"SA↓"
"AT1G02850","beta glucosidase 11","BGLU11",0.668484012575526,0.651908213204303,6.64657585680186,0.542501526782331,0.332491900511631,-0.260172148566611,1.99191835818355e-10,1.27610401478777e-05,0.0188590357911146,"SA↑JA↑SA:JA↓"
"AT1G02860","SPX (SYG1/Pho81/XPR1) domain-containing protein","BAH1, NLA",0.233880988901184,0.195575038346243,3.48297012532806,0.142557122175767,0.360041544325681,0.0832618744525514,0.207499629735082,0.00104809029776438,0.777871211933296,"JA↑"
"AT1G02870","","",0.221964305711613,0.183062520997193,6.11534128899739,-0.0974937896542364,-0.111889239026742,-0.0362751484775595,0.0255851697073954,0.0103313340605276,0.747791196178715,"SA↓JA↓"
"AT1G02880","thiamin pyrophosphokinase1","TPK1",0.512075981028378,0.487679780079797,4.62554488852638,0.323401433819532,0.578362175052894,-0.178317009004593,0.00154034413025611,1.39444170470365e-07,0.367635237502116,"SA↑JA↑"
"AT1G02890","AAA-type ATPase family protein","",0.158515466112383,0.116441239418002,3.22401552676456,-0.0340000825065252,0.280868304517758,0.0590905736298764,0.776313732584558,0.00571590116153612,0.845961037545836,"JA↑"
"AT1G02900","rapid alkalinization factor 1","ATRALF1, RALF1, RALFL1",0.33544949100648,0.302221965556804,4.32562180276954,-0.328905257390467,-0.207825026899944,0.0580226857906617,0.000121754710917844,0.0139520495949853,0.809487112868233,"SA↓JA↓"
"AT1G02910","tetratricopeptide repeat (TPR)-containing protein","LPA1",0.0320245984901168,-0.0163741715853776,4.29032771301041,0.0486126610527216,0.0575563631277918,-0.0421818540714407,0.54084738444747,0.462414113665968,0.84530232724469,"Not_explained"
"AT1G02920","glutathione S-transferase 7","ATGST11, ATGSTF7, ATGSTF8, GST11, GSTF7",0.0603436129205843,0.0133607935666135,6.94480595010955,-0.123039930320087,-0.116482567043388,0.0580514873119962,0.273568520479761,0.305402357813958,0.861802330815053,"Not_explained"
"AT1G02930","glutathione S-transferase 6","ATGST1, ATGSTF3, ATGSTF6, ERD11, GST1, GSTF6",0.221239181969787,0.182301141068277,8.33133212993958,-0.321517590067481,-0.287168612679559,0.108565472957665,0.0112363043287944,0.0245272565234896,0.741443296517985,"SA↓JA↓"
"AT1G02960","","",0.0154497902287983,-0.033777720259762,2.18924043848934,-0.0079679334903669,-0.0961897542188928,0.029487968130266,0.959505136014559,0.469918491807785,0.947149258652545,"Not_explained"
"AT1G02990","","",0.128277382863373,0.084691252006542,2.49423247030926,0.135482694726135,0.277390879445707,0.0289985458023062,0.293434118692236,0.0250751664429426,0.949120984554939,"JA↑"
"AT1G03030","P-loop containing nucleoside triphosphate hydrolases superfamily protein","",0.105797070375839,0.061086923894631,3.93690476259509,0.131782301296006,0.116766308433543,-0.0102735159142334,0.0967779633602144,0.146152206362399,0.973099619879357,"Not_explained"
"AT1G03040","basic helix-loop-helix (bHLH) DNA-binding superfamily protein","",0.553270542565185,0.530934069693444,5.48510682782279,0.15580914727132,0.248615623559533,-0.0191821138385497,0.000135461929704111,1.85224172424458e-08,0.878731423744385,"SA↑JA↑"
"AT1G03080","kinase interacting (KIP1-like) family protein","NET1D",0.279605629872335,0.243585911365952,4.02567224475723,0.0647054660561293,0.305006509908038,-0.109236053969786,0.458780084035746,0.000196066166767864,0.520073133428149,"JA↑"
"AT1G03090","methylcrotonyl-CoA carboxylase alpha chain, mitochondrial / 3-methylcrotonyl-CoA carboxylase 1 (MCCA)","MCCA",0.035912260742134,-0.0122921262207594,3.37348655779681,-0.108778653969404,-0.0783011612493165,0.0545828454110819,0.370161230340975,0.529511392150009,0.878731423744385,"Not_explained"
"AT1G03110","Transducin/WD40 repeat-like superfamily protein","AtTRM82, TRM82",0.108091489808558,0.0634960642989857,2.88039876216753,-0.287124978011242,0.00125601777593135,-0.0250533498010363,0.0230606392523142,0.994089993717813,0.959301704119814,"SA↓"
"AT1G03130","photosystem I subunit D-2","PSAD-2",0.522789120098749,0.498928576103686,9.24460989194591,-0.293402274034637,-0.592012680934087,-0.130090248251608,0.0027329957894471,3.1805506710914e-08,0.53035298406831,"SA↓JA↓"
"AT1G03140","splicing factor Prp18 family protein","PRP18a",0.29462855851258,0.259359986438209,5.61221602460052,0.0480497314423014,0.223516808820538,-0.0101220866131893,0.406900333611068,5.17571483059773e-05,0.961422485348737,"JA↑"
"AT1G03150","Acyl-CoA N-acyltransferases (NAT) superfamily protein","",0.128233676593638,0.0846453604233198,4.44673636219228,-0.142086314496256,0.0509235895090666,0.00456987625237193,0.0178854594136249,0.431116085359439,0.985802599332938,"SA↓"
"AT1G03160","FZO-like","FZL",0.220651336088498,0.181683902892923,2.6279269511084,-0.263107917149585,-0.190154912617897,-0.252071429435337,0.0253026377918303,0.11300682615349,0.235772839214127,"SA↓"
"AT1G03210","Phenazine biosynthesis PhzC/PhzF protein","",0.461299385639841,0.434364354921833,4.23166774885525,0.403779325370188,-0.36743671800259,-0.164988372668955,2.74262341704218e-05,0.000119064491667469,0.364126266329501,"SA↑JA↓"
"AT1G03220","Eukaryotic aspartyl protease family protein","",0.145405257449844,0.102675520322336,4.66609998824182,0.0258080761413149,0.220636607117506,-0.0435987324310472,0.795002567430452,0.00843549289081819,0.86716920654139,"JA↑"
"AT1G03230","Eukaryotic aspartyl protease family protein","",0.255678266695196,0.218462180029956,4.63846952853227,0.197562589865404,0.129891450329572,-0.135488776920103,0.00511319052155181,0.0699281703646212,0.312375474540889,"SA↑"
"AT1G03250","","",0.034159729040536,-0.0141322845074372,4.90034094154464,-0.0554172379187482,0.031519557345012,-0.0398783739297468,0.394288935835744,0.641455875020531,0.819906657245074,"Not_explained"
"AT1G03260","SNARE associated Golgi protein family","",0.0282784494431533,-0.020307628084689,2.58898812153381,0.129749703959221,0.0314136363478589,0.0269619503858876,0.310351134091468,0.825031803495565,0.952788525603616,"Not_explained"
"AT1G03280","Transcription factor TFIIE, alpha subunit","",0.0729246698022376,0.0265709032923495,3.75943168414208,-0.0363017784255787,0.0542862484068707,-0.141696716014769,0.708105511698856,0.556148489381258,0.386727879139407,"Not_explained"
